hip;plx;plx_err;ruwe;teff_spec;radius_flame;lum_flame;diam_mas;diam_n
19541;4.8027;0.0227;0.964;4863;;;;
19545;2.8409;0.0372;1.237;3723;;;;
19548;5.4841;0.0306;0.993;;2.374;45.568;;
19550;6.0334;0.0294;1.247;4686;10.636;57.101;;
19551;3.0546;0.0179;1.001;3948;39.012;893.125;;
19554;26.6345;0.0525;0.893;6984;1.728;5.921;;
19562;2.0573;0.0212;0.955;4058;;;;
19563;5.4736;0.0400;1.266;;2.788;73.945;;
19569;7.1663;0.0212;1.047;4617;11.273;51.920;;
19571;11.7466;0.0370;1.004;;2.677;27.160;;
19575;13.2408;0.0261;0.976;6472;1.433;3.285;;
19576;;;;7798;;;;
19577;4.2804;0.0147;0.929;4890;12.023;86.674;;
19587;26.1097;0.1777;2.320;;;;;
19588;6.9517;0.0162;0.951;4803;7.510;27.084;;
19597;6.1395;0.0140;1.002;4545;;;;
19601;8.5560;0.0210;1.053;4885;;;;
19606;1.0273;0.0242;1.061;8453;;;;
19614;5.8295;0.0247;1.147;4875;5.833;22.110;;
19619;5.7189;0.0150;1.026;4536;;;;
19622;4.1891;0.0227;0.996;4697;;;;
19626;3.3724;0.0264;1.027;3879;;;;
19633;18.5371;0.0134;0.861;5583;1.798;2.678;;
19634;7.0965;0.0265;1.149;5046;7.538;66.662;;
19639;8.0108;0.0146;0.999;5760;;;;
19641;8.5316;0.0312;1.106;4709;11.189;60.542;;
19642;2.3025;0.0200;1.158;4045;59.836;820.653;;
19644;11.5732;0.0208;0.936;5023;3.739;8.701;;
19646;8.0687;0.0168;1.015;5890;2.136;8.479;;
19652;2.7662;0.0131;0.936;3942;34.010;493.928;;
19657;4.2761;0.0227;0.919;4871;;;;
19662;3.1219;0.0243;1.024;4112;;;;
19666;3.1371;0.0227;1.009;3856;;;;
19668;5.3613;0.0206;0.904;;4.189;33.020;;
19673;7.3769;0.4745;26.422;4539;12.981;73.362;;
19677;7.8248;0.0223;0.967;4632;;;;
19679;2.9430;0.0314;1.051;4250;;;;
19684;15.5743;0.0326;1.007;;1.335;2.027;;
19688;10.4308;0.0202;1.016;;1.920;11.241;;
19689;3.7634;0.0225;0.996;5015;9.906;59.968;;
19693;8.4418;0.0158;1.058;6219;2.975;12.598;;
19700;1.5587;0.0222;1.052;3785;;;;
19711;2.0892;0.0233;1.055;4255;;;;
19713;2.9162;0.0310;0.898;;4.741;160.919;;
19715;2.7093;0.0335;0.922;3772;;;;
19717;2.4857;0.0486;1.143;4250;;;;
19718;12.0014;0.0244;0.906;;1.813;13.399;;
19721;3.1672;0.0198;1.039;4040;;;;
19723;3.5065;0.0163;1.028;4520;;;;
19725;2.9210;0.0514;1.013;;4.471;646.361;;
19726;6.1726;0.0188;0.930;7314;2.833;24.637;;
19727;8.7268;0.0187;0.869;4918;6.270;26.518;;
19729;2.7896;0.0214;0.974;3900;;;;
19730;8.4457;0.0247;1.038;4777;;;;
19732;0.4331;0.0349;1.090;8722;;;;
19733;7.1211;0.0141;1.042;4284;;;;
19736;8.7148;0.0339;0.969;4549;10.450;48.337;;
19738;1.6894;0.0176;0.892;4587;;;;
19740;7.9622;0.1117;1.284;5044;16.737;203.388;;
19741;3.4226;0.0202;1.125;4059;;;;
19743;5.0981;0.0155;0.964;4762;11.529;76.581;;
19746;7.4313;0.0201;0.920;4705;10.408;57.143;;
19747;27.7210;0.1195;2.528;;;;;
19750;5.0581;0.0266;0.974;;;;;
19751;5.2622;0.0145;0.939;4700;11.106;54.370;;
19752;1.7005;0.0227;1.169;3762;;;;
19755;7.4477;0.0287;0.962;;2.641;15.186;;
19759;8.3858;0.0170;0.968;6243;2.768;11.838;;
19767;26.5219;0.0258;1.038;5590;1.730;2.516;;
19769;5.1224;0.0148;0.987;4796;;;;
19770;1.9640;0.0158;0.998;4676;;;;
19774;6.2825;0.0275;0.908;;;;;
19777;14.1704;0.0975;0.906;4513;;;;
19780;;;;;;;2.618;1
19790;2.8511;0.0145;1.000;3816;;;;
19796;22.1698;0.0214;0.839;6041;1.344;2.383;;
19799;7.6822;0.0892;0.857;;;;;
19800;1.5344;0.0202;1.003;3918;;;;
19805;12.4562;0.0483;1.191;4665;;;;
19810;7.8795;0.0262;1.101;4920;9.351;51.952;;
19812;3.9395;0.2678;3.374;;;;;
19820;14.6519;0.0194;1.030;5383;2.930;8.748;;
19821;9.0543;0.0324;1.155;;1.560;7.952;;
19823;1.5391;0.0370;1.150;;;;;
19827;6.3855;0.0237;0.987;;1.584;23.522;;
19830;7.0391;0.0968;2.525;;1.758;28.628;;
19831;7.0967;0.1648;5.078;;1.604;23.582;;
19835;13.8212;0.0216;1.027;4756;;;;
19838;9.1121;0.0148;0.946;4920;5.623;22.060;;
19843;3.3424;0.0833;2.917;8000;;;;
19849;;;;;;;1.577;2
19853;1.7996;0.0482;0.892;4250;;;3.432;1
19855;45.3076;0.0236;1.049;5741;0.909;0.703;;
19856;2.1992;0.0527;0.973;7900;4.717;802.072;;
19859;45.3005;0.0279;1.096;5932;1.057;1.222;;
19860;6.4463;0.2095;2.692;8000;5.805;1540.319;;
19863;8.9436;0.0300;0.973;;1.985;7.418;;
19867;8.2518;0.0257;0.957;;1.886;8.237;;
19870;20.2708;0.0436;1.826;;1.357;1.586;;
19871;3.7840;0.0184;0.885;4673;11.091;72.185;;
19877;21.3037;0.0304;0.961;;1.736;5.316;;
19879;5.1318;0.0205;1.040;4805;10.632;68.027;;
19881;8.4597;0.0243;1.009;;1.859;22.235;;
19884;76.6638;0.0146;0.920;4550;0.774;0.207;;
19892;6.9683;0.0331;1.014;;1.752;29.216;;
19893;48.9494;0.1689;2.008;;1.677;6.619;;
19895;8.0364;0.0252;0.942;6000;3.173;10.475;;
19899;3.6525;0.0250;1.061;4748;10.851;69.106;;
19903;5.1348;0.0296;0.980;;3.281;77.659;;
19913;4.9145;0.0196;0.959;4942;8.446;45.699;;
19917;;;;;;;;
19921;54.2286;0.1019;2.783;4769;;;;
19923;7.9384;0.0182;0.914;;;;;
19938;4.4101;0.0233;0.949;7616;3.683;48.268;;
19943;4.8117;0.0343;1.274;4656;;;;
19945;5.0144;0.0164;0.851;;2.949;20.029;;
19947;2.2422;0.0219;1.069;4034;;;;
19952;2.2213;0.0265;0.933;;;;;
19956;3.5798;0.0145;1.009;4412;16.087;86.699;;
19957;5.0348;0.0149;0.924;4823;10.233;70.655;;
19960;7.5714;0.0282;1.254;4606;;;;
19968;6.6445;0.0565;0.851;;;;;
19971;16.5227;0.0377;0.979;6095;1.387;2.194;;
19986;1.1345;0.0256;1.072;4250;;;;
19990;35.0804;0.0963;1.015;;1.575;6.923;2.288;1
19992;1.3718;0.0281;1.254;4221;80.122;2638.516;;
19994;4.8312;0.0235;0.908;4781;;;;
19996;4.1611;0.0291;0.838;4683;23.086;274.057;;
20000;0.9486;0.0241;1.016;;;;;
20003;2.9416;0.0184;0.946;4947;;;;
20004;6.1745;0.0307;1.032;;;;;
20018;5.2513;0.0241;0.893;4559;;;;
20020;6.9519;0.0369;1.066;;2.537;125.708;;
20027;2.0080;0.0268;0.853;4250;;;;
20036;9.3405;0.0170;0.957;;2.213;9.601;;
20037;7.2930;0.0313;1.030;;;;;
20039;4.3611;0.0184;1.082;4926;15.502;156.311;;
20042;18.4002;0.2323;2.960;;3.076;136.885;0.390;1
20046;;;;;;;;
20049;7.4129;0.1134;3.120;;11.809;117.480;;
20052;17.3295;0.0151;0.980;5818;1.683;2.733;;
20053;2.4686;0.0284;0.989;;;;;
20056;21.5698;0.0420;1.936;;1.412;1.807;;
20066;3.8398;0.0300;0.987;;;;;
20071;;;;;;;;
20074;13.3566;0.0267;1.033;6628;1.547;3.659;;
20075;3.2262;0.0846;1.137;4250;;;;
20089;6.2896;0.0280;0.878;;;;;
20096;6.3137;0.0305;1.082;7719;2.526;24.274;;
20099;2.3468;0.0256;1.006;4109;;;;
20100;1.9651;0.0248;0.967;4731;;;;
20105;;;;;;;;
20106;10.9803;0.0266;1.011;7679;2.870;25.171;;
20109;13.4323;0.0273;1.087;;3.287;15.243;;
20114;5.1406;0.0217;1.108;4377;;;;
20125;3.7248;0.0263;1.073;4787;10.825;63.184;;
20127;3.7705;0.0213;0.913;4969;9.740;57.182;;
20131;3.5411;0.0368;1.033;;;;;
20134;3.7561;0.0289;1.208;;4.521;60.419;;
20137;8.1872;0.0269;1.059;6462;1.803;7.070;;
20138;9.2424;0.0284;1.090;;2.047;46.662;;
20144;9.5018;0.0178;0.952;7691;1.901;24.818;;
20145;2.1387;0.0143;0.941;4384;;;;
20150;11.2068;0.0242;0.993;6511;1.802;5.108;;
20154;7.3241;0.0241;1.021;;1.727;9.508;;
20155;10.7105;0.0224;0.996;6372;;;;
20156;12.5943;0.0888;1.243;;;;;
20157;5.5154;0.0231;0.893;;2.559;18.141;;
20159;2.0317;0.0275;1.065;4173;41.824;663.464;;
20161;13.1349;0.0656;1.129;4639;10.607;57.199;;
20165;3.2326;0.0243;0.963;4917;;;;
20171;11.9300;0.0843;0.937;;2.028;65.781;;
20174;9.2224;0.0223;0.935;6275;2.565;9.353;;
20175;3.4704;0.0313;1.083;;;;;
20176;13.2534;0.6097;19.868;;1.723;5.891;;
20179;3.2685;0.0336;1.013;;4.620;147.716;;
20185;10.2686;0.0189;1.070;;1.783;5.493;;
20186;11.4023;0.0949;1.217;8000;;;;
20188;5.1776;0.0320;0.948;4241;27.591;306.338;;
20190;7.5076;0.0316;1.029;;1.803;9.167;;
20194;4.3538;0.0158;1.037;4116;26.048;216.426;;
20197;11.1637;0.0225;1.044;4780;4.288;8.596;;
20201;2.9057;0.0170;1.094;4272;;;;
20204;4.2429;0.0239;1.044;4301;;;;
20205;21.6645;0.1831;6.959;;12.552;77.359;2.517;1
20206;12.3164;0.0199;0.921;6561;1.432;3.401;;
20207;0.9123;0.0224;1.063;4250;;;;
20210;2.0741;0.0170;1.022;3837;;;;
20211;3.2243;0.0192;0.997;4947;11.463;83.465;;
20212;5.0870;0.0230;1.023;4943;;;;
20215;21.7253;0.0697;1.268;;;;;
20218;27.0263;0.0238;1.065;5820;0.972;0.861;;
20219;21.9777;0.0621;1.214;;1.975;9.757;;
20225;5.5975;0.0157;0.968;4768;10.889;59.111;;
20226;5.1488;0.0233;0.978;4632;12.195;93.911;;
20229;5.2782;0.0461;1.417;;;;;
20231;5.5774;0.0413;0.980;3968;39.907;736.251;;
20234;2.1654;0.0963;2.084;;;;;
20235;2.1308;0.0351;0.982;4250;;;;
20237;22.0200;0.0310;1.019;6425;1.239;1.775;;
20241;7.8889;0.0442;1.285;4828;11.150;73.936;;
20243;2.9918;0.0327;1.253;4250;;;;
20244;1.3421;0.0303;0.956;;;;;
20246;7.4746;0.0172;0.953;;2.486;9.748;;
20248;4.2672;0.0147;0.860;4517;;;;
20250;11.4462;0.0884;1.514;4471;;;;
20252;14.0327;0.1193;0.855;4887;9.989;56.945;1.466;1
20255;21.7942;0.0310;1.173;;1.831;6.133;;
20256;3.9062;0.0172;0.937;4650;9.757;53.611;;
20257;;;;;;;;
20258;3.2824;0.0265;0.964;;3.362;366.951;;
20259;1.8638;0.0193;0.923;4018;;;;
20261;21.0899;0.1200;1.027;;2.189;14.118;;
20262;6.0510;0.0259;0.966;;2.005;75.611;;
20263;15.6213;0.0236;1.019;5341;4.741;13.541;;
20264;7.4789;0.0759;1.087;;;;;
20266;9.4068;0.0643;1.202;5202;;;;
20269;2.2558;0.0495;0.787;4250;;;;
20271;3.7763;0.0612;0.955;8590;;;;
20282;8.3990;0.0283;1.002;6024;2.826;10.397;;
20284;21.0935;0.0325;1.120;5909;2.009;6.234;;
20287;7.0265;0.0298;1.022;;1.661;27.156;;
20288;5.8230;0.2811;9.822;;2.235;25.569;;
20291;0.6096;0.0225;1.070;;;;;
20296;1.3807;0.0194;0.996;4172;80.138;2421.369;;
20297;18.4754;0.0273;0.841;;2.450;11.547;;
20300;8.6146;0.0390;1.288;;;;;
20303;4.4623;0.0221;1.058;4794;10.893;60.707;;
20306;6.8299;0.0250;0.902;;1.926;18.460;;
20308;2.7464;0.0171;0.931;4472;36.136;517.529;;
20309;7.2143;0.0201;1.044;7466;1.978;31.582;;
20312;1.7506;0.0237;0.913;4010;;;;
20313;3.6389;0.0178;1.075;4420;;;;
20314;1.5152;0.0236;0.867;;;;;
20323;4.0271;0.0159;1.042;4885;9.551;50.354;;
20324;5.3838;0.0273;0.888;3938;;;;
20325;17.7517;0.0149;0.914;6358;1.307;2.574;;
20330;2.9543;0.1470;4.865;;;;;
20332;12.7503;0.0207;0.919;;1.415;3.655;;
20340;2.7543;0.0227;0.997;4174;37.483;493.593;;
20341;8.7603;0.0616;1.047;4250;16.978;121.807;;
20344;5.3490;0.0207;0.976;4782;10.115;48.188;;
20345;1.3288;0.0177;0.976;3870;;;;
20349;20.5634;0.0250;0.975;;1.507;3.657;;
20350;20.8857;0.0239;1.034;;1.510;3.566;;
20354;6.8802;0.1353;0.845;8981;4.636;625.883;;
20357;20.6798;0.0270;1.094;6909;1.579;4.312;;
20358;6.5918;0.0328;0.937;;1.713;26.569;;
20367;1.7004;0.0293;0.961;;5.783;587.771;;
20370;1.3919;0.0580;2.612;4709;;;;
20371;8.3031;0.0317;1.025;;1.843;12.485;;
20372;4.7360;0.0154;0.937;4188;25.599;226.191;;
20373;18.9909;0.1667;7.412;6085;1.831;3.916;;
20374;4.4659;0.0144;1.015;4686;10.218;54.805;;
20376;5.3716;0.0848;1.032;3879;;;;
20384;8.3377;0.0976;1.515;4931;;;;
20395;18.5186;0.0244;1.028;5989;1.891;3.731;;
20399;2.9684;0.0179;1.008;4852;15.531;151.394;;
20400;22.0269;0.0747;1.887;7579;1.866;8.462;;
20402;4.9439;0.0197;0.967;7739;2.537;54.885;;
20407;7.8530;0.0315;1.039;;1.711;8.886;;
20417;2.0369;0.0714;0.992;4250;;;;
20422;5.2465;0.0206;1.053;4640;;;;
20426;1.9545;0.0234;0.954;4298;51.657;1025.634;;
20430;11.2029;0.0870;1.120;;;;;
20433;9.2487;0.0283;0.907;;1.866;6.576;;
20434;17.1145;0.0196;0.887;5193;1.940;3.035;;
20440;21.1877;0.0268;1.160;;1.501;2.461;;
20446;10.0432;0.0189;0.953;;2.229;15.438;;
20455;;;;;;;2.408;3
20456;7.2743;0.0306;1.013;;3.162;96.397;;
20462;3.9597;0.0160;0.959;4836;;;;
20467;3.8448;0.0165;0.969;4422;25.719;305.788;;
20471;5.1733;0.0232;1.130;4386;11.253;53.716;;
20472;11.5537;0.0616;1.371;;;;;
20474;4.5184;0.0188;1.014;;3.713;100.272;;
20476;2.6190;0.0190;0.954;4761;;;;
20478;24.9133;0.0159;0.997;5772;1.025;1.041;;
20484;20.7950;0.0709;1.282;7706;2.026;10.009;;
20491;18.3672;0.0227;1.009;6050;1.456;3.199;;
20493;5.8121;0.0485;0.992;;3.659;273.893;2.184;1
20495;1.3745;0.0204;1.047;;;;;
20497;2.9007;0.0230;0.947;4667;;;;
20498;;;;;;;;
20506;2.1058;0.0363;1.277;4250;;;;
20507;15.5196;0.0866;0.952;;2.495;29.871;;
20508;5.7361;0.0207;0.910;4912;;;;
20513;2.5036;0.0253;1.044;3736;;;;
20514;10.1556;0.0182;1.032;6368;1.773;5.409;;
20517;4.1256;0.1138;6.284;4902;;;;
20522;;;;;;;;
20529;10.2952;0.0180;0.931;;2.339;12.081;;
20533;4.7132;0.0281;0.984;;4.278;779.945;;
20534;6.9186;0.0266;0.931;;2.372;13.191;;
20537;3.8504;0.0174;0.971;4784;;;;
20538;1.4733;0.0159;1.054;4049;51.778;629.426;;
20540;7.1361;0.0246;1.030;4802;6.294;23.425;;
20541;14.5770;0.0289;1.242;;1.740;5.747;;
20542;21.6192;0.0994;1.022;;;;0.489;1
20543;6.8433;0.0189;0.945;;1.790;24.902;;
20548;7.8474;0.0189;0.945;;;;;
20552;36.3290;0.0178;0.979;5823;1.071;1.159;;
20556;6.0382;0.0256;0.975;;;;;
20557;23.2009;0.0207;0.983;6193;1.295;2.136;;
20558;5.5933;0.0399;1.232;4345;;;;
20561;16.7236;0.0140;0.965;6517;1.749;4.483;;
20562;2.9677;0.0213;0.922;4653;16.681;141.162;;
20566;2.2357;0.0147;1.001;4044;;;;
20567;19.9590;0.0265;1.111;5867;1.468;3.321;;
20570;4.7823;0.1526;3.713;;2.488;127.664;;
20574;12.6287;0.0237;0.914;6249;1.488;3.956;;
20577;21.7820;0.0349;0.967;6059;1.143;1.339;;
20579;6.8599;0.1086;1.023;;;;;
20580;7.3994;0.0402;1.684;;2.309;11.055;;
20586;20.3228;0.0229;1.084;6406;1.530;3.472;;
20595;7.2509;0.0290;0.938;;2.437;12.955;;
20600;3.7498;0.0419;1.932;7993;;;;
20606;18.1242;0.0247;1.509;5537;1.664;2.230;;
20607;3.7957;0.0175;0.955;4720;10.468;56.965;;
20610;15.4595;0.0199;1.090;6161;1.255;2.166;;
20619;4.4945;0.0552;1.037;3950;;;;
20624;1.5640;0.0210;1.013;4660;37.198;844.439;;
20625;22.8701;0.0193;1.044;5776;1.100;1.130;;
20626;15.5830;0.0252;0.996;6341;1.296;2.476;;
20628;4.5788;0.0205;0.927;4755;10.314;55.197;;
20630;26.8312;0.0180;1.045;6625;1.442;3.236;;
20635;20.9119;0.1571;1.191;;;;;
20638;22.7838;0.0167;0.981;5655;1.147;1.290;;
20641;22.0177;0.1288;1.391;;2.189;12.987;;
20648;21.0865;0.1381;1.048;;;;0.538;1
20650;7.7633;0.0319;1.597;;;;;
20656;3.8368;0.0197;0.992;4570;12.226;75.921;;
20658;6.5430;0.0213;0.989;4406;;;;
20660;2.3546;0.0250;1.209;4531;;;;
20667;7.5463;0.0228;0.970;4988;8.188;35.924;;
20673;24.6034;0.0537;1.795;5789;;;;
20675;2.6801;0.0261;1.095;3916;56.624;1128.038;;
20676;5.1847;0.0207;1.083;4563;;;;
20677;22.6014;0.0151;0.972;5695;1.138;1.227;;
20678;2.9750;0.0332;1.094;;2.649;235.020;;
20689;0.9777;0.0195;0.997;4239;;;;
20693;21.0034;0.0242;1.060;5939;1.286;2.150;;
20701;3.0213;0.0239;0.941;8088;4.939;165.351;;
20711;21.7486;0.1673;2.551;;;;1.768;1
20712;21.0221;0.0518;2.122;6232;1.296;2.098;;
20715;4.2692;0.0648;1.280;;;;;
20723;25.4868;0.0207;1.013;5598;1.080;0.994;;
20725;2.1186;0.0206;0.886;3823;;;;
20727;17.9746;0.0234;1.403;;1.606;4.734;;
20732;8.0403;0.1054;1.039;4830;;;;
20735;7.5284;0.0213;0.974;;1.816;33.217;;
20742;4.9412;0.0202;1.014;4983;8.251;44.257;;
20747;6.3259;0.0311;0.995;;1.874;37.611;;
20748;6.1584;0.0397;1.655;;;;;
20753;14.7836;0.0275;1.018;5854;1.800;3.257;;
20756;5.2879;0.0255;1.082;4139;;;;
20765;;;;;;;;
20766;3.1334;0.0171;1.018;4959;11.752;102.506;;
20769;15.4183;0.0251;1.055;6153;1.369;2.380;;
20770;2.7965;0.0203;1.062;3965;;;;
20772;4.1875;0.0733;1.362;;;;;
20774;4.4579;0.0258;0.937;;;;;
20776;3.6279;0.0590;0.877;4533;39.884;616.495;;
20779;3.3306;0.0200;0.983;;;;;
20780;8.2318;0.0397;1.122;;1.780;30.742;;
20781;30.6049;0.0259;1.355;6367;1.498;3.263;;
20784;7.8180;0.0298;1.194;;1.861;33.403;;
20789;7.9390;0.0931;1.098;;2.817;184.779;;
20791;6.6671;0.0231;1.023;4755;10.767;61.393;;
20794;12.6313;0.0268;0.997;6315;1.617;4.695;;
20800;33.1264;0.0183;0.859;5765;1.298;1.560;;
20811;14.7429;0.0141;1.033;5998;;;;
20815;21.2840;0.0224;0.996;6253;1.263;1.950;;
20824;4.7658;0.0224;1.012;5422;;;;
20825;10.0621;0.0307;0.808;4905;10.540;53.218;;
20826;22.1517;0.0205;0.908;6124;1.199;1.674;;
20829;3.8103;0.0896;4.388;4846;;;;
20835;4.2726;0.0343;0.951;;2.329;79.885;;
20836;8.4098;0.0181;0.993;;;;;
20839;2.3450;0.0173;1.025;3978;;;;
20842;20.1588;0.0555;0.971;;1.982;10.122;;
20845;6.4694;0.0547;1.713;;2.190;52.093;;
20848;8.0881;0.0336;0.942;4757;;;;
20849;4.3941;0.0222;0.998;;;;;
20852;4.5498;0.0352;1.083;;3.133;138.564;;
20854;13.8308;0.0200;1.060;5115;3.741;13.835;;
20856;2.4402;0.0229;1.050;3744;;;;
20862;3.5757;0.0187;1.076;4517;;;;
20864;5.9373;0.0260;0.893;;3.274;85.203;;
20876;5.3407;0.0189;1.044;4488;15.833;108.108;;
20877;16.8030;0.1038;1.111;4549;;;2.028;2
20884;6.4010;0.0687;0.898;8973;3.343;310.564;;
20885;;;;;;;2.390;5
20887;6.8487;0.0205;0.927;;2.384;10.925;;
20889;22.3654;0.1721;2.449;;13.684;84.076;2.671;3
20892;10.9031;0.0331;1.088;4483;10.334;51.430;;
20896;9.5110;0.0204;1.089;;2.307;7.183;;
20898;4.8469;0.0269;1.024;;2.810;68.828;;
20899;21.5489;0.0224;0.998;5986;1.127;1.311;;
20901;20.7158;0.0899;1.155;;2.392;17.948;;
20904;;;;;;;;
20908;1.3792;0.0255;0.880;;;;;
20910;11.4095;0.0210;0.873;6056;2.167;5.455;;
20911;6.4193;0.0153;1.082;4985;5.450;17.500;;
20913;12.1036;0.0189;0.918;6279;1.852;4.566;;
20919;7.0679;0.0227;0.982;;3.522;20.673;;
20922;2.1159;0.0853;1.123;;;;;
20926;5.5240;0.0213;0.875;;4.132;144.829;;
20933;7.5200;0.0512;0.908;;2.312;48.273;;
20934;8.4964;0.0265;0.999;4715;10.728;57.510;;
20939;12.8925;0.0220;1.066;;1.481;3.738;;
20944;4.0566;0.0272;1.009;4581;;;;
20948;21.4386;0.0229;0.993;5781;1.422;3.056;8.000;1
20952;6.1318;0.0251;1.025;4490;;;;
20953;4.2543;0.0169;1.076;4399;;;;
20957;8.3228;0.0236;0.926;;1.779;25.401;;
20958;2.8856;0.0371;0.983;4250;;;1.030;1
20963;3.3244;0.0278;1.055;;4.773;662.025;;
20965;3.8383;0.0179;0.973;4358;;;;
20974;3.1239;0.0183;1.026;3841;;;;
20979;4.7043;0.0205;0.997;;3.484;29.955;;
20980;5.8283;0.0234;1.094;;2.212;20.216;;
20982;10.8969;0.1893;3.606;5244;9.315;57.655;;
20985;7.6650;0.0266;1.206;4668;10.320;54.812;;
20988;6.8380;0.0226;0.902;6408;3.022;16.452;;
20995;21.4201;0.0560;0.984;;2.034;9.415;;
20997;7.2184;0.0232;1.110;4785;11.527;65.291;;
20998;19.3730;0.0153;0.883;5663;1.487;1.927;;
21002;4.8050;0.0148;0.973;4740;10.909;59.162;;
21004;4.3603;0.0157;1.024;4691;10.348;53.429;;
21009;1.8654;0.0908;5.588;3983;;;;
21010;24.7936;0.0284;1.088;5519;2.112;3.534;;
21012;5.5987;0.0279;1.109;;2.394;57.042;;
21013;3.6401;0.0258;0.958;;6.387;424.783;;
21017;13.1072;0.0236;1.046;4864;2.887;4.196;;
21020;7.2835;0.0226;0.975;;1.650;25.534;;
21023;6.8482;0.0237;0.959;7041;3.034;16.919;;
21024;7.1930;0.0224;0.954;;1.739;27.873;;
21029;22.1875;0.1430;1.689;;2.354;19.483;;
21033;4.6517;0.0223;1.013;4659;9.563;49.883;;
21034;9.4668;0.0202;1.027;6278;1.998;7.451;;
21036;21.4915;0.0737;0.975;;2.108;11.809;;
21038;7.5765;0.0474;1.095;;2.569;76.590;;
21039;21.8684;0.0700;1.117;7591;1.929;10.662;;
21042;8.6398;0.0239;1.092;4764;11.151;60.886;;
21053;22.4528;0.0254;1.001;;1.593;4.026;;
21054;4.1199;0.0205;0.970;;3.586;43.387;;
21055;2.5957;0.0168;0.964;4113;;;;
21057;1.2088;0.0123;0.887;3801;86.290;2814.810;;
21060;4.7826;0.0889;1.183;;3.945;2075.319;;
21062;6.1457;0.0369;1.704;4741;;;;
21064;4.2499;0.0129;0.911;4371;;;;
21066;21.5024;0.0299;1.240;6339;1.402;2.756;;
21076;4.1890;0.0273;0.958;;2.756;30.437;;
21078;9.5908;0.0227;0.985;4666;6.142;18.665;;
21082;5.7071;0.0572;1.082;3806;;;;
21083;2.7064;0.0162;0.982;4494;;;;
21084;3.4835;0.0417;1.394;;4.637;71.958;;
21087;7.6155;0.0197;0.957;;1.414;32.046;;
21094;5.9973;0.0253;0.882;4301;23.144;263.750;;
21095;9.5350;0.0212;0.835;6433;2.138;6.751;;
21098;;;;;;;;
21101;2.5699;0.0137;0.954;4036;30.396;339.287;;
21102;3.5832;0.0220;1.003;4905;;;;
21106;7.6832;0.0160;0.882;;2.604;20.652;;
21108;3.3861;0.0364;0.915;;4.150;404.281;;
21110;10.1892;0.0464;0.973;;2.113;40.269;;
21114;3.9860;0.0456;2.196;;;;;
21118;6.8236;0.0297;1.039;;2.285;8.235;;
21120;10.4560;0.1965;6.192;;1.505;7.323;;
21135;5.4704;0.0501;1.356;;2.768;166.774;;
21139;3.7428;0.0998;0.819;4324;;;;
21143;17.4325;0.0173;0.941;6295;1.643;3.764;;
21144;8.1762;0.0406;1.426;;10.423;63.707;;
21145;3.7535;0.0300;1.089;4508;;;;
21147;2.7982;0.0187;1.041;3841;;;;
21148;1.2630;0.0486;1.223;;;;;
21152;23.1089;0.0278;0.950;;1.605;4.279;;
21154;10.3572;0.0173;1.086;4674;5.186;12.211;;
21158;25.7559;0.0229;1.102;5942;1.337;1.879;;
21165;23.4110;0.0178;1.063;5760;1.091;1.156;;
21167;22.0334;0.0222;0.926;6077;1.622;3.313;;
21172;27.7458;0.0216;0.883;5623;1.078;1.028;;
21174;8.7018;0.0332;1.023;;1.537;24.190;;
21177;4.3268;0.0514;1.080;;2.587;93.726;;
21189;2.7632;0.1976;4.639;;;;;
21192;5.8958;0.0608;0.884;;3.131;293.333;;
21213;6.0053;0.0201;0.966;;2.141;22.421;;
21218;7.8027;0.0187;1.017;4638;9.500;45.428;;
21225;8.3181;0.0183;1.050;;3.077;15.560;;
21231;13.5532;0.0192;0.907;6035;1.731;3.699;;
21233;2.0371;0.0523;1.071;4250;;;;
21236;5.9067;0.0210;0.996;4664;;;;
21238;13.5961;0.0245;0.957;;1.541;8.090;;
21242;16.3759;0.0322;0.985;;2.562;10.960;;
21246;9.6707;0.0248;0.948;;1.749;6.696;;
21247;9.8596;0.0214;0.861;7652;3.544;35.709;;
21248;26.0289;0.0865;2.141;4832;;;;
21249;6.6146;0.0184;1.103;4398;13.636;88.282;;
21250;1.9922;0.0229;0.880;5050;;;;
21253;22.7240;0.0339;1.092;4898;4.625;10.153;;
21255;1.7890;0.0213;1.019;4173;;;;
21257;11.7167;0.0266;0.905;;;;;
21258;6.2028;0.0481;1.043;;;;;
21259;2.6318;0.0226;0.987;4324;;;;
21264;6.7356;0.0253;1.053;4665;10.784;58.873;;
21266;7.2723;0.0418;1.383;;1.544;23.055;;
21267;21.8171;0.0227;0.990;;1.537;3.835;;
21269;6.0542;0.0337;0.995;4800;16.259;150.743;;
21272;36.1476;0.0274;1.032;5354;0.845;0.484;;
21273;21.6354;0.1502;1.823;;2.946;23.031;;
21278;4.1810;0.0763;1.189;;;;;
21279;10.8326;0.0205;0.994;5468;2.705;6.179;;
21281;;;;;;;;
21287;7.2637;0.0177;1.010;;4.027;30.513;;
21289;1.1507;0.0235;0.995;;;;;
21290;5.4144;0.0219;0.890;;3.105;76.485;;
21295;7.3903;0.0494;1.037;;;;;
21296;4.2200;0.1095;1.288;;;;;
21297;5.8386;0.0930;1.016;4037;46.409;510.045;;
21298;4.2121;0.0373;1.215;4115;;;;
21299;3.1862;0.0224;1.129;4330;;;;
